,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,User11,User12,User13,User14,User15,User16,User17,User18,User19,User20,User21,User22,User23,User24,User25,User26,User27,User28,User29,User30,User31,User32,User33,User34,User35,User36,User37,User38,User39,User40,User41,User42,User43,User44,User45,User46,User47,User48,User49,User50,User51,User52,User53,User54,User55,User56,User57,User58,User59,User60,User61,User62,User63,User64,User65,User66,User67,User68,User69,User70,User71,User72,User73,User74,User75,User76,User77,User78,User79,User80,User81,User82,User83,User84,User85,User86,User87,User88,User89,User90,User91,User92,User93,User94,User95,User96,User97,User98,User99,User100
A Lion's Game,3.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,5.0,3.0,1.0,4.0,4.0,1.0,1.0,,5.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,,1.0,5.0,4.0,4.0,2.0,,3.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,,5.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,,5.0,,4.0,1.0,,1.0,1.0,1.0,2.0,4.0,,5.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,,4.0,,1.0,4.0,5.0
The Polar Story,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,,5.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,,5.0,5.0,1.0,1.0,,5.0,3.0,,3.0,4.0,5.0,1.0,1.0,5.0,,3.0,,3.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,,2.0,4.0,4.0,,2.0,1.0,3.0,1.0,,5.0,,3.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,5.0,,1.0,3.0,3.0,,3.0,5.0,1.0,5.0,5.0,5.0,2.0,,2.0,5.0,3.0,3.0,2.0,4.0,,2.0
Phalana Abbayi Phalana Ammayi,1.0,2.0,4.0,3.0,5.0,1.0,3.0,,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,2.0,5.0,4.0,4.0,5.0,1.0,5.0,,1.0,,1.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,,3.0,4.0,3.0,2.0,,3.0,5.0,5.0,,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,,4.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0
The Line,3.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,,2.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,,5.0,2.0,3.0,,4.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,2.0,,5.0,2.0,1.0,,4.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,5.0,,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,4.0,3.0,5.0,3.0,3.0,,1.0,4.0,4.0,2.0,5.0,1.0,5.0,5.0,2.0,2.0,5.0,,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0
All Fun and Games,5.0,1.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,2.0,4.0,,,,3.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,5.0,,1.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,,4.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,,1.0,4.0,5.0,4.0,2.0,1.0,3.0,,1.0,2.0,4.0,1.0,1.0,,3.0,4.0,3.0,,1.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,5.0,3.0,2.0,,1.0,4.0,4.0,,3.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0
This is Brighton,1.0,4.0,1.0,,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,5.0,1.0,5.0,4.0,,2.0,3.0,,5.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,,2.0,5.0,5.0,3.0,,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,,5.0,,2.0,5.0,5.0,,2.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0
The Windigo,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,,4.0,,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,,1.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,,3.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,,2.0,,1.0,2.0,5.0,2.0,4.0,2.0
The Undertaker's Wife,3.0,,5.0,3.0,4.0,5.0,3.0,3.0,,5.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,,4.0,1.0,2.0,5.0,4.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,,,5.0,5.0,5.0,4.0,1.0,4.0,2.0,5.0,3.0,5.0,,4.0,4.0,3.0,,2.0,5.0,4.0,2.0,5.0,1.0,2.0,,4.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,5.0,,3.0,3.0,4.0,5.0,4.0,,2.0,3.0,4.0,3.0,4.0,4.0,4.0,,5.0,2.0,5.0,1.0,,3.0,2.0,5.0,
I Believe,3.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,1.0,,3.0,4.0,,4.0,2.0,2.0,5.0,1.0,,1.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,,4.0,,5.0,3.0,4.0,1.0,5.0,1.0,,,2.0,,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,,2.0,2.0,5.0,3.0,5.0,,3.0,5.0,1.0,2.0,5.0,3.0,,,4.0,2.0,1.0,,3.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0,5.0,1.0,4.0,4.0
Jesus Revolution,1.0,3.0,2.0,,3.0,4.0,3.0,3.0,,1.0,5.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,,3.0,3.0,4.0,,2.0,3.0,3.0,4.0,1.0,3.0,5.0,5.0,1.0,,2.0,5.0,1.0,,5.0,4.0,5.0,4.0,4.0,2.0,1.0,5.0,,3.0,5.0,4.0,3.0,4.0,,3.0,,4.0,4.0,,,4.0,4.0,2.0,1.0,4.0,5.0,2.0,,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,,2.0,2.0,1.0,4.0,2.0,
Journey of a Whale Shark,,5.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,2.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,3.0,,,4.0,3.0,2.0,1.0,,3.0,1.0,4.0,,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,,4.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,,2.0,5.0,4.0,3.0,2.0,,5.0,4.0,4.0,,5.0,2.0,,4.0,,1.0,2.0,1.0
Disconnected,1.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,,3.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,,5.0,5.0,4.0,3.0,2.0,4.0,1.0,5.0,,4.0,3.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,,2.0,5.0,3.0,,5.0,1.0,2.0,,2.0,2.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,,3.0,1.0,5.0,,3.0,3.0,3.0,2.0
Lavinya,4.0,1.0,3.0,1.0,5.0,2.0,3.0,,3.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,,2.0,4.0,4.0,5.0,,5.0,1.0,1.0,,3.0,3.0,2.0,,5.0,,1.0,4.0,,1.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,4.0,3.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,,4.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,,4.0,5.0,1.0,1.0,1.0
Incognito,4.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,,4.0,2.0,1.0,1.0,2.0,1.0,,5.0,4.0,,5.0,5.0,5.0,3.0,1.0,,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,,2.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,,4.0,1.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,,,4.0,,3.0,1.0,5.0,3.0,3.0,
Daughter of Mine,4.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,5.0,,1.0,4.0,4.0,1.0,1.0,4.0,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,,3.0,3.0,4.0,5.0,4.0,1.0,3.0,1.0,4.0,,3.0,,5.0,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,,3.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,,5.0,1.0,5.0,,5.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,,1.0,2.0
Record Without Words,2.0,5.0,3.0,4.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,,3.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,,4.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,4.0,5.0,,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,,1.0,4.0,1.0,4.0,3.0,,3.0,5.0,,5.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0
Tommy Machismo,4.0,3.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,,2.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,,2.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,3.0,4.0,,5.0,3.0,1.0,3.0,1.0,2.0,3.0,5.0,,5.0,,5.0,4.0,5.0,1.0,5.0,1.0,2.0,3.0,5.0,,5.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,,,2.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,,5.0,2.0,5.0
Perspectiva,4.0,4.0,3.0,5.0,3.0,5.0,5.0,,1.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,,1.0,5.0,2.0,2.0,5.0,,1.0,5.0,2.0,5.0,1.0,,3.0,3.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,4.0,4.0,,1.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,4.0,2.0,,5.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,4.0
Megalopolis,,1.0,5.0,1.0,5.0,2.0,3.0,2.0,,1.0,5.0,3.0,1.0,3.0,4.0,,,,4.0,2.0,4.0,2.0,5.0,4.0,3.0,1.0,,2.0,,1.0,,3.0,1.0,4.0,4.0,4.0,5.0,5.0,,4.0,5.0,4.0,1.0,,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,1.0,5.0,,5.0,2.0,5.0,3.0,1.0,1.0,4.0,2.0,,5.0,1.0,5.0,1.0,4.0,,,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,,3.0,4.0,
Loud Love,2.0,2.0,,5.0,1.0,5.0,4.0,2.0,1.0,5.0,,3.0,1.0,,4.0,2.0,4.0,1.0,,5.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,,1.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,,4.0,3.0,4.0,1.0,,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,,3.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,4.0
Pelikan Blue,,3.0,2.0,4.0,2.0,1.0,,3.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,,1.0,5.0,,2.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,,3.0,3.0,4.0,3.0,,3.0,4.0,,3.0,,4.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,,3.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,,3.0,,3.0,4.0,,,3.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,,1.0,5.0,,1.0,4.0,,2.0,5.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0
Der Spiegel,3.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,1.0,,1.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,,4.0,4.0,3.0,5.0,4.0,3.0,,5.0,4.0,2.0,2.0,5.0,,3.0,4.0,3.0,5.0,3.0,5.0,2.0,,,4.0,1.0,2.0,2.0,,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,,,3.0,,1.0,3.0,1.0,5.0,3.0,,2.0,1.0,2.0,2.0,,2.0,1.0
Obesity America's Other Enemy,1.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,,1.0,4.0,3.0,4.0,5.0,2.0,5.0,,,5.0,1.0,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,,5.0,1.0,4.0,,5.0,2.0,3.0,,5.0,5.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,,1.0,4.0,1.0,5.0,3.0,3.0,4.0,,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,,3.0,,1.0,5.0,3.0,4.0,,2.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0
Mindgame,3.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,,4.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,1.0,3.0,4.0,3.0,5.0,,2.0,3.0,3.0,,2.0,2.0,,3.0,1.0,4.0,,3.0,4.0,1.0,2.0,2.0,,3.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,,1.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,,,5.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0
Ojai,3.0,5.0,2.0,4.0,4.0,1.0,5.0,5.0,,2.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,,1.0,4.0,2.0,3.0,,4.0,3.0,4.0,2.0,3.0,,4.0,4.0,2.0,1.0,5.0,,4.0,,2.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,5.0,,1.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,,3.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,,3.0,1.0,
Pet Farm,5.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,,1.0,,3.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,2.0,,5.0,2.0,2.0,2.0,5.0,,4.0,,5.0,3.0,3.0,,1.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,,5.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,,5.0,5.0,3.0,5.0,,2.0,,5.0,3.0,1.0,3.0,,2.0
23 Short Films About the End of the World,1.0,1.0,3.0,1.0,4.0,,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,,3.0,5.0,4.0,5.0,3.0,,1.0,4.0,3.0,1.0,4.0,4.0,,3.0,3.0,,4.0,3.0,3.0,,4.0,1.0,,3.0,5.0,5.0,5.0,1.0,,2.0,1.0,1.0,4.0,3.0,2.0,4.0,,,3.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,,3.0,4.0,5.0
"Meeting You, Meeting Me",2.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,4.0,5.0,1.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,,1.0,5.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,,3.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,,3.0,5.0,5.0,4.0,,2.0,4.0
Shazam! Fury of the Gods,4.0,5.0,3.0,1.0,5.0,5.0,,5.0,4.0,5.0,3.0,5.0,1.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,,,5.0,5.0,3.0,1.0,4.0,5.0,3.0,3.0,,4.0,4.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,,3.0,3.0,3.0,4.0,,3.0,1.0,3.0,,4.0,1.0,5.0,5.0,3.0,2.0,,,4.0,4.0,2.0,1.0,,,4.0,3.0,,2.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,2.0
Paint It Gold,3.0,2.0,3.0,1.0,4.0,5.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0,1.0,,3.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,,1.0,4.0,3.0,,4.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,,2.0,5.0,,1.0,3.0,,1.0,5.0,4.0,1.0,5.0,4.0,1.0,3.0,3.0,,3.0,2.0,3.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,5.0,4.0,,,2.0,2.0,1.0,4.0,5.0,2.0,
Weirdo: The Story of Five Eight,3.0,4.0,1.0,2.0,5.0,5.0,3.0,,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,,4.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,,4.0,3.0,5.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,,2.0,1.0,1.0,2.0,,1.0,5.0,5.0,,4.0,,1.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,2.0,2.0,,5.0,,4.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,4.0
Seneca,2.0,4.0,3.0,,1.0,1.0,1.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,,2.0,4.0,3.0,1.0,5.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,,5.0,,5.0,,4.0,5.0,1.0,2.0,4.0,3.0,4.0,1.0,,2.0,1.0,1.0,4.0,,4.0,,4.0,1.0,4.0,5.0,2.0,5.0,2.0,4.0,,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,,4.0,5.0,,5.0,3.0,,1.0,1.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,1.0,
The Nun II,3.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,1.0,,4.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,,2.0,5.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,,2.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,,2.0,4.0,1.0,4.0,4.0,1.0,,2.0,3.0,5.0,1.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,1.0,,4.0,5.0,5.0,4.0,3.0,5.0,3.0
Young Lion of the West,4.0,4.0,2.0,4.0,4.0,5.0,3.0,,1.0,3.0,5.0,3.0,1.0,,5.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,,3.0,3.0,1.0,1.0,,3.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,3.0,,5.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,,5.0,5.0,2.0,1.0,4.0,2.0,3.0,5.0
Goodrich,4.0,5.0,4.0,4.0,5.0,4.0,,5.0,,5.0,3.0,2.0,3.0,3.0,5.0,5.0,,2.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,,3.0,1.0,,5.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,,4.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,5.0,,3.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,,1.0,5.0,2.0,4.0,4.0,,,1.0,3.0,,3.0,3.0,2.0,3.0,2.0,1.0
"Red, White & Royal Blue",,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,,1.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,,3.0,1.0,4.0,,4.0,3.0,3.0,2.0,,2.0,1.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,,1.0,3.0,3.0,4.0,5.0,2.0,4.0,,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,4.0,3.0,,5.0,5.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0
